Id_Producto,Cliente,Punto_de_Venta,Familia,Subfamilia,Formato,Precio,Margen,Cliente_Objetivo,Color,Material,Peso,Tamaño,Marca,País_Origen,Ventas_Base,Facturación_Total,Canal_de_Ventas,Numero_Puntos_de_Venta,Región,Segmento,Antigüedad,Población_500m,Población_2km,Puntos_de_Venta_Cercanos,Aparcamiento,Accesibilidad,Horas_Operación,Tipo_Zona,Historico 2023-01,Historico 2023-02,Historico 2023-03,Historico 2023-04,Historico 2023-05,Historico 2023-06,Historico 2023-07,Historico 2023-08,Historico 2023-09,Historico 2023-10,Historico 2023-11,Historico 2023-12,Historico 2024-1,Historico 2024-2,Historico 2024-3
P33,C21,7,Familia_7,Subfamilia_3,Grande,242.88,0.26,Niños,Azul,Madera,4.174870827430395,Pequeño,MarcaD,China,625,591765.43,Online,15,Este,Baja,9,3400,44615,1,No,Alta,ago-20,Comercial,1139.0,1309.0,996.0,1161.0,1126.0,1313.0,1228.0,1457.0,1171.0,1320.0,1042.0,1041.0,1297.0,1178.0,1233.0
P20,C22,12,Familia_17,Subfamilia_2,Grande,331.27,0.29,Adultos,Negro,Metal,4.943612465035955,Pequeño,MarcaC,USA,418,930159.46,Mixto,15,Norte,Alta,6,9132,43482,7,No,Baja,ago-20,Industrial,621711.0,230061.0,513266.0,509687.0,350723.0,447993.0,393012.0,376897.0,702369.0,588609.0,660663.0,372544.0,709628.0,274265.0,567056.0
P0,C23,4,Familia_7,Subfamilia_4,Grande,212.54,0.08,Adolescentes,Negro,Madera,8.90044730279321,Grande,MarcaA,China,492,529780.28,Mixto,15,Norte,Baja,8,6260,24166,18,Sí,Media,sep-19,Residencial,776.0,730.0,756.0,662.0,796.0,728.0,687.0,778.0,724.0,782.0,684.0,704.0,772.0,798.0,644.0
P19,C24,9,Familia_19,Subfamilia_5,Pequeño,14.56,0.22,Adolescentes,Blanco,Madera,8.62454173298195,Grande,MarcaA,España,610,695683.49,Online,15,Oeste,Alta,6,9848,45941,18,No,Alta,sep-18,Comercial,14861.0,12057.0,17680.0,11127.0,12367.0,12885.0,10856.0,7671.0,8564.0,12389.0,13028.0,8478.0,18962.0,13222.0,13924.0
P24,C25,3,Familia_11,Subfamilia_3,Mediano,853.34,0.29,Adolescentes,Negro,Vidrio,4.174870827430395,Grande,MarcaB,Alemania,239,347505.5,Online,15,Sur,Baja,5,8593,36312,8,Sí,Baja,oct-22,Comercial,83501.0,87756.0,70534.0,70756.0,73962.0,88322.0,67600.0,79467.0,64218.0,84242.0,80829.0,64476.0,94725.0,88593.0,64606.0
P52,C12,9,Familia_16,Subfamilia_3,Mediano,532.01,0.2,Adolescentes,Blanco,Plástico,4.32979876069808,Grande,MarcaC,USA,272,930519.32,Online,15,Oeste,Baja,8,9849,16347,4,No,Alta,ago-22,Residencial,85552.0,56531.0,72949.0,69577.0,50393.0,62391.0,64465.0,71132.0,62317.0,65895.0,94032.0,65249.0,101917.0,36164.0,70896.0
P53,C12,7,Familia_7,Subfamilia_4,Grande,357.25,0.12,Adultos,Azul,Madera,0.6412789856525488,Grande,MarcaC,USA,420,930519.32,Online,15,Oeste,Baja,8,7880,46431,19,Sí,Alta,oct-20,Comercial,1477.0,2215.0,1401.0,1499.0,1881.0,2323.0,1775.0,1606.0,2146.0,1562.0,1499.0,2040.0,2075.0,2575.0,1891.0
P54,C21,4,Familia_24,Subfamilia_4,Grande,91.37,0.06,Adolescentes,Negro,Vidrio,8.90044730279321,Grande,MarcaB,China,783,591765.43,Online,15,Este,Baja,9,3800,8117,6,Sí,Baja,sep-22,Industrial,3019.0,2501.0,2540.0,3587.0,2607.0,3886.0,3800.0,3142.0,3214.0,3992.0,4322.0,3390.0,3235.0,3075.0,3166.0
P55,C3,1,Familia_19,Subfamilia_2,Mediano,438.44,0.13,Adolescentes,Rojo,Plástico,0.512466155894475,Mediano,MarcaA,USA,850,326029.1,Físico,15,Sur,Media,1,9829,7214,12,Sí,Baja,ago-22,Comercial,87575.0,144894.0,166949.0,81297.0,107012.0,118169.0,77922.0,59730.0,65525.0,124891.0,139381.0,85662.0,149302.0,144925.0,142863.0
P56,C25,4,Familia_12,Subfamilia_4,Mediano,575.14,0.12,Niños,Rojo,Metal,4.943612465035955,Grande,MarcaC,España,764,347505.5,Online,15,Sur,Baja,5,5432,13618,20,Sí,Alta,oct-21,Residencial,3692.0,2775.0,4008.0,3221.0,4034.0,3761.0,3967.0,3172.0,3242.0,2390.0,3530.0,2351.0,3287.0,2413.0,3034.0
P57,C9,9,Familia_22,Subfamilia_0,Grande,766.46,0.11,Adultos,Azul,Plástico,5.590950178960359,Pequeño,MarcaD,Alemania,738,294386.96,Mixto,15,Este,Baja,9,5549,44070,15,Sí,Alta,ago-19,Industrial,989.0,958.0,1061.0,926.0,1020.0,949.0,1120.0,931.0,1027.0,924.0,1049.0,983.0,963.0,1104.0,1135.0
P59,C5,12,Familia_21,Subfamilia_4,Pequeño,557.24,0.25,Niños,Azul,Plástico,7.354114476561308,Grande,MarcaD,Alemania,755,288048.96,Online,15,Norte,Media,9,5059,26357,16,Sí,Media,oct-20,Residencial,21807.0,14497.0,20680.0,13560.0,20193.0,14664.0,31756.0,14067.0,29134.0,16361.0,16175.0,13305.0,18299.0,24135.0,25243.0
P60,C3,6,Familia_18,Subfamilia_1,Mediano,983.48,0.26,Adolescentes,Blanco,Vidrio,5.590950178960359,Mediano,MarcaC,USA,209,326029.1,Físico,15,Sur,Media,1,4604,25741,14,Sí,Baja,ago-19,Industrial,111072.0,153372.0,127563.0,173140.0,206358.0,149059.0,115664.0,113072.0,131879.0,71868.0,137565.0,143317.0,137477.0,116199.0,76948.0
P61,C13,9,Familia_12,Subfamilia_3,Mediano,150.53,0.16,Niños,Rojo,Metal,4.943612465035955,Grande,MarcaA,España,314,390492.15,Mixto,15,Norte,Alta,8,4774,18330,16,No,Media,oct-21,Residencial,1163.0,954.0,999.0,1275.0,978.0,1267.0,1406.0,1050.0,1020.0,975.0,1260.0,860.0,978.0,1032.0,1126.0
P63,C15,2,Familia_19,Subfamilia_1,Mediano,69.97,0.26,Niños,Rojo,Madera,4.925475817925061,Pequeño,MarcaD,China,644,477368.76,Mixto,15,Oeste,Alta,5,8881,44138,18,Sí,Media,oct-22,Residencial,64515.0,43542.0,58305.0,43915.0,51249.0,32208.0,41217.0,39680.0,37339.0,47609.0,70983.0,47868.0,63727.0,44436.0,64485.0
P64,C5,7,Familia_3,Subfamilia_4,Mediano,915.63,0.21,Adolescentes,Negro,Vidrio,8.62454173298195,Mediano,MarcaC,España,790,288048.96,Online,15,Norte,Media,9,6474,49441,7,Sí,Media,sep-20,Residencial,42019.0,32593.0,52832.0,34312.0,39902.0,49596.0,52623.0,37495.0,31365.0,57306.0,45298.0,48266.0,33817.0,38683.0,35169.0
P65,C16,14,Familia_12,Subfamilia_1,Mediano,340.25,0.12,Adolescentes,Blanco,Vidrio,4.925475817925061,Pequeño,MarcaD,China,101,939772.97,Mixto,15,Este,Alta,7,6866,33201,13,No,Media,oct-19,Residencial,4104.0,2704.0,4209.0,5850.0,6486.0,3798.0,5382.0,4506.0,4318.0,3538.0,4291.0,2986.0,5211.0,4087.0,4095.0
P66,C3,9,Familia_10,Subfamilia_0,Mediano,417.53,0.12,Adultos,Verde,Madera,4.32979876069808,Mediano,MarcaD,China,635,326029.1,Físico,15,Sur,Media,1,8123,9264,1,No,Media,ago-18,Industrial,3246.0,4817.0,4358.0,5708.0,5237.0,4636.0,5224.0,4359.0,4319.0,5062.0,6048.0,4669.0,4856.0,4950.0,4983.0
P67,C13,12,Familia_21,Subfamilia_5,Grande,24.69,0.25,Adolescentes,Rojo,Plástico,9.701073315900786,Mediano,MarcaA,España,264,390492.15,Mixto,15,Norte,Alta,8,1434,37929,1,No,Baja,sep-18,Comercial,495.0,563.0,747.0,621.0,499.0,596.0,684.0,612.0,656.0,582.0,494.0,573.0,505.0,639.0,743.0
P68,C22,11,Familia_20,Subfamilia_7,Mediano,365.26,0.29,Adultos,Azul,Madera,7.704231705525995,Pequeño,MarcaD,España,790,930159.46,Mixto,15,Norte,Alta,6,2338,46677,14,Sí,Alta,oct-19,Comercial,140554.0,184729.0,218730.0,239558.0,183465.0,186350.0,159786.0,226394.0,145945.0,267929.0,123746.0,212972.0,170943.0,227539.0,215542.0
P45,C0,10,Familia_17,Subfamilia_5,Pequeño,554.71,0.16,Niños,Negro,Metal,7.574519167102895,Pequeño,MarcaD,España,544,878396.09,Mixto,15,Oeste,Alta,5,2504,35768,17,Sí,Baja,oct-20,Residencial,97683.0,59998.0,89749.0,107511.0,81383.0,124869.0,64657.0,68503.0,158570.0,96480.0,108064.0,104885.0,153937.0,89526.0,100588.0
P21,C1,10,Familia_6,Subfamilia_5,Mediano,704.91,0.16,Adultos,Azul,Metal,8.060059107230023,Mediano,MarcaD,USA,182,353899.08,Online,15,Norte,Media,10,1741,25289,13,No,Media,ago-18,Comercial,11176.0,8840.0,6104.0,10977.0,10457.0,9239.0,7715.0,10595.0,6137.0,12619.0,11349.0,6191.0,9208.0,10525.0,9258.0
P2,C2,10,Familia_17,Subfamilia_1,Grande,791.98,0.07,Niños,Negro,Plástico,6.3052775919915405,Mediano,MarcaD,España,814,890575.28,Físico,15,Norte,Alta,9,5903,28792,19,No,Baja,ago-22,Comercial,165586.0,126390.0,166299.0,199718.0,169880.0,126130.0,142367.0,130072.0,223061.0,174347.0,171890.0,168239.0,166221.0,126741.0,126684.0
P38,C3,14,Familia_10,Subfamilia_1,Grande,868.79,0.16,Adultos,Blanco,Metal,4.925475817925061,Mediano,MarcaC,España,388,326029.1,Físico,15,Sur,Media,1,2459,15990,4,No,Baja,ago-19,Comercial,3266.0,4015.0,5244.0,3561.0,3321.0,3496.0,4007.0,5359.0,2492.0,3365.0,3829.0,4268.0,2943.0,3614.0,3824.0
P39,C4,13,Familia_20,Subfamilia_1,Grande,672.94,0.25,Adultos,Negro,Metal,4.174870827430395,Pequeño,MarcaD,España,526,542176.08,Online,15,Norte,Media,2,5287,32706,4,No,Alta,oct-19,Industrial,416360.0,335311.0,493405.0,497420.0,352034.0,471281.0,323662.0,479758.0,213788.0,365308.0,267563.0,568719.0,441219.0,357337.0,447242.0
P16,C7,12,Familia_10,Subfamilia_5,Mediano,632.09,0.27,Adultos,Blanco,Metal,7.704231705525995,Grande,MarcaD,USA,138,693729.98,Mixto,15,Este,Alta,7,5827,35170,6,Sí,Alta,ago-20,Industrial,13308.0,22177.0,22337.0,25805.0,25463.0,15819.0,32303.0,26127.0,17261.0,31014.0,23912.0,27915.0,13429.0,22770.0,23309.0
P29,C8,13,Familia_5,Subfamilia_5,Mediano,833.51,0.22,Niños,Negro,Madera,5.590950178960359,Grande,MarcaC,China,516,617307.73,Físico,15,Este,Media,4,3768,7831,4,Sí,Media,ago-22,Industrial,1074.0,1021.0,1026.0,1016.0,1165.0,1003.0,857.0,1366.0,1202.0,912.0,977.0,1243.0,977.0,1233.0,960.0
P34,C9,10,Familia_21,Subfamilia_4,Grande,290.62,0.16,Adultos,Blanco,Plástico,4.174870827430395,Grande,MarcaA,España,480,294386.96,Mixto,15,Este,Baja,9,6961,7635,19,Sí,Media,oct-22,Comercial,7401.0,7651.0,8167.0,9775.0,7444.0,7248.0,14244.0,8184.0,16823.0,9966.0,8082.0,9961.0,8957.0,11424.0,13395.0
P53,C10,14,Familia_7,Subfamilia_4,Grande,357.25,0.12,Adultos,Azul,Madera,0.6412789856525488,Grande,MarcaC,USA,420,797152.75,Físico,15,Este,Baja,3,2834,16262,9,No,Media,sep-22,Industrial,849.0,1085.0,813.0,746.0,920.0,985.0,846.0,1019.0,921.0,932.0,794.0,909.0,816.0,929.0,706.0
P11,C11,10,Familia_13,Subfamilia_4,Pequeño,576.07,0.16,Adultos,Verde,Madera,0.512466155894475,Pequeño,MarcaA,USA,641,385158.14,Mixto,15,Oeste,Alta,8,5013,7018,1,Sí,Baja,oct-22,Comercial,1076.0,841.0,903.0,908.0,872.0,955.0,973.0,852.0,1025.0,875.0,971.0,788.0,1070.0,875.0,959.0
P62,C12,14,Familia_10,Subfamilia_1,Grande,548.69,0.25,Niños,Negro,Madera,7.704231705525995,Pequeño,MarcaC,Alemania,452,930519.32,Online,15,Oeste,Baja,8,4493,46031,12,No,Alta,sep-20,Industrial,19248.0,16215.0,24658.0,25396.0,23851.0,17055.0,21368.0,14494.0,9463.0,17320.0,19150.0,22131.0,12578.0,16691.0,20780.0
P51,C15,14,Familia_22,Subfamilia_0,Grande,407.61,0.22,Niños,Verde,Metal,6.3052775919915405,Mediano,MarcaA,USA,453,477368.76,Mixto,15,Oeste,Alta,5,2809,23770,8,No,Media,sep-19,Industrial,590.0,770.0,678.0,599.0,624.0,652.0,787.0,652.0,771.0,646.0,754.0,750.0,583.0,752.0,676.0
P0,C16,11,Familia_7,Subfamilia_4,Grande,212.54,0.08,Adolescentes,Negro,Madera,8.90044730279321,Grande,MarcaA,China,492,939772.97,Mixto,15,Este,Alta,7,3850,34157,18,Sí,Alta,oct-22,Industrial,682.0,870.0,779.0,708.0,700.0,883.0,691.0,807.0,847.0,753.0,653.0,749.0,814.0,895.0,692.0
P55,C17,11,Familia_19,Subfamilia_2,Mediano,438.44,0.13,Adolescentes,Rojo,Plástico,0.512466155894475,Mediano,MarcaA,USA,850,920912.43,Mixto,15,Norte,Alta,5,7009,11433,9,No,Baja,ago-20,Industrial,171566.0,273379.0,226215.0,233665.0,183636.0,149692.0,152290.0,184606.0,111957.0,219163.0,215940.0,220076.0,292917.0,286762.0,279081.0
P45,C18,10,Familia_17,Subfamilia_5,Pequeño,554.71,0.16,Niños,Negro,Metal,7.574519167102895,Pequeño,MarcaD,España,544,141001.18,Mixto,15,Sur,Baja,2,7920,12644,13,Sí,Baja,ago-18,Industrial,67239.0,37477.0,53536.0,78449.0,73578.0,51274.0,29268.0,46932.0,78069.0,60556.0,53432.0,58784.0,76426.0,40771.0,59121.0
P41,C20,6,Familia_22,Subfamilia_4,Pequeño,130.01,0.07,Niños,Negro,Vidrio,8.62454173298195,Mediano,MarcaC,China,674,294260.81,Online,15,Este,Baja,9,1856,39606,15,Sí,Alta,ago-18,Comercial,682.0,683.0,684.0,680.0,683.0,680.0,687.0,684.0,688.0,680.0,686.0,683.0,682.0,682.0,682.0
P41,C21,1,Familia_22,Subfamilia_4,Pequeño,130.01,0.07,Niños,Negro,Vidrio,8.62454173298195,Mediano,MarcaC,China,674,591765.43,Online,15,Este,Baja,9,4533,48147,7,Sí,Media,sep-20,Comercial,701.0,733.0,742.0,716.0,718.0,705.0,724.0,715.0,719.0,706.0,740.0,728.0,717.0,741.0,715.0
P15,C22,1,Familia_25,Subfamilia_5,Grande,510.13,0.09,Niños,Verde,Madera,8.62454173298195,Grande,MarcaB,Alemania,897,930159.46,Mixto,15,Norte,Alta,6,5451,18487,10,No,Baja,ago-20,Residencial,44708.0,42689.0,31417.0,31135.0,42546.0,34744.0,38647.0,34422.0,41631.0,36988.0,47283.0,58066.0,32315.0,61024.0,33362.0
P48,C23,5,Familia_2,Subfamilia_0,Grande,982.94,0.24,Adultos,Rojo,Madera,0.6412789856525488,Mediano,MarcaB,USA,593,529780.28,Mixto,15,Norte,Baja,8,9919,26880,6,No,Baja,sep-18,Industrial,54304.0,56657.0,58160.0,61616.0,62224.0,43070.0,60937.0,47195.0,65505.0,54858.0,63209.0,67599.0,64437.0,87787.0,58862.0
P5,C24,5,Familia_17,Subfamilia_5,Pequeño,783.49,0.08,Adolescentes,Verde,Madera,2.892473393442814,Pequeño,MarcaB,Alemania,321,695683.49,Online,15,Oeste,Alta,6,7252,27150,3,Sí,Alta,sep-20,Residencial,150820.0,101762.0,191738.0,238702.0,213892.0,158708.0,93749.0,188995.0,223642.0,127346.0,227874.0,184962.0,219298.0,112612.0,163838.0
P9,C25,8,Familia_25,Subfamilia_4,Pequeño,206.52,0.29,Adultos,Azul,Plástico,0.6412789856525488,Pequeño,MarcaC,España,924,347505.5,Online,15,Sur,Baja,5,9027,30295,20,Sí,Alta,sep-20,Residencial,36795.0,30003.0,20131.0,29451.0,49170.0,36961.0,22353.0,44879.0,28726.0,33131.0,35232.0,34625.0,28294.0,45943.0,20344.0
P52,C19,11,Familia_16,Subfamilia_3,Mediano,532.01,0.2,Adolescentes,Blanco,Plástico,4.32979876069808,Grande,MarcaC,USA,272,379588.74,Mixto,15,Este,Media,2,9400,37519,14,Sí,Media,oct-22,Comercial,41162.0,20781.0,32812.0,34258.0,22037.0,20325.0,23265.0,21651.0,35104.0,19385.0,37078.0,27073.0,32800.0,16181.0,23507.0
P53,C23,14,Familia_7,Subfamilia_4,Grande,357.25,0.12,Adultos,Azul,Madera,0.6412789856525488,Grande,MarcaC,USA,420,529780.28,Mixto,15,Norte,Baja,8,3774,15951,4,Sí,Alta,ago-19,Comercial,727.0,879.0,725.0,778.0,855.0,945.0,674.0,810.0,723.0,719.0,717.0,795.0,887.0,895.0,655.0
P54,C12,4,Familia_24,Subfamilia_4,Grande,91.37,0.06,Adolescentes,Negro,Vidrio,8.90044730279321,Grande,MarcaB,China,783,930519.32,Online,15,Oeste,Baja,8,8234,34737,20,Sí,Alta,ago-18,Comercial,7243.0,6429.0,8611.0,9740.0,4706.0,9992.0,7678.0,8352.0,10800.0,10201.0,10470.0,10479.0,5829.0,9028.0,6770.0
P55,C21,8,Familia_19,Subfamilia_2,Mediano,438.44,0.13,Adolescentes,Rojo,Plástico,0.512466155894475,Mediano,MarcaA,USA,850,591765.43,Online,15,Este,Baja,9,1394,45519,10,No,Baja,oct-22,Comercial,27419.0,34745.0,37993.0,23417.0,41331.0,25272.0,14948.0,22038.0,18787.0,32735.0,38195.0,19567.0,37631.0,34239.0,30972.0
P57,C18,8,Familia_22,Subfamilia_0,Grande,766.46,0.11,Adultos,Azul,Plástico,5.590950178960359,Pequeño,MarcaD,Alemania,738,141001.18,Mixto,15,Sur,Baja,2,9635,19307,13,Sí,Alta,ago-19,Residencial,906.0,978.0,1036.0,936.0,902.0,884.0,1002.0,992.0,963.0,916.0,1017.0,943.0,870.0,1014.0,1011.0
P58,C10,14,Familia_11,Subfamilia_2,Pequeño,136.24,0.11,Adultos,Negro,Metal,5.227262291755486,Mediano,MarcaB,Alemania,570,797152.75,Físico,15,Este,Baja,3,2834,16262,9,No,Media,sep-22,Industrial,3096.0,3184.0,5071.0,4601.0,4075.0,3080.0,3243.0,4769.0,5405.0,4563.0,3394.0,5066.0,3379.0,5070.0,4569.0
P59,C12,12,Familia_21,Subfamilia_4,Pequeño,557.24,0.25,Niños,Azul,Plástico,7.354114476561308,Grande,MarcaD,Alemania,755,930519.32,Online,15,Oeste,Baja,8,4085,48971,19,Sí,Media,sep-19,Industrial,39196.0,39815.0,49556.0,40004.0,43719.0,42583.0,84543.0,53946.0,52913.0,51087.0,38844.0,32785.0,52433.0,39718.0,48482.0
P61,C3,5,Familia_12,Subfamilia_3,Mediano,150.53,0.16,Niños,Rojo,Metal,4.943612465035955,Grande,MarcaA,España,314,326029.1,Físico,15,Sur,Media,1,5191,34672,14,Sí,Baja,sep-20,Industrial,1320.0,852.0,959.0,954.0,1082.0,1235.0,930.0,803.0,1022.0,1017.0,1100.0,770.0,1102.0,765.0,1183.0
P62,C15,12,Familia_10,Subfamilia_1,Grande,548.69,0.25,Niños,Negro,Madera,7.704231705525995,Pequeño,MarcaC,Alemania,452,477368.76,Mixto,15,Oeste,Alta,5,3701,19224,1,No,Media,ago-20,Industrial,7908.0,8177.0,10843.0,7957.0,8234.0,7410.0,8657.0,10570.0,6354.0,11461.0,8123.0,11708.0,5668.0,5807.0,12107.0
P63,C25,4,Familia_19,Subfamilia_1,Mediano,69.97,0.26,Niños,Rojo,Madera,4.925475817925061,Pequeño,MarcaD,China,644,347505.5,Online,15,Sur,Baja,5,5432,13618,20,Sí,Alta,oct-21,Residencial,16786.0,19591.0,28328.0,19665.0,26292.0,22816.0,11745.0,17987.0,18293.0,25971.0,22142.0,12414.0,27988.0,29546.0,29106.0
P65,C6,9,Familia_12,Subfamilia_1,Mediano,340.25,0.12,Adolescentes,Blanco,Vidrio,4.925475817925061,Pequeño,MarcaD,China,101,474948.23,Físico,15,Oeste,Media,1,3480,29548,4,No,Baja,ago-19,Industrial,1224.0,1029.0,1855.0,1493.0,1371.0,1242.0,1744.0,1033.0,1279.0,1177.0,1331.0,929.0,1105.0,1035.0,1559.0
P66,C23,4,Familia_10,Subfamilia_0,Mediano,417.53,0.12,Adultos,Verde,Madera,4.32979876069808,Mediano,MarcaD,China,635,529780.28,Mixto,15,Norte,Baja,8,6260,24166,18,Sí,Media,sep-19,Residencial,3999.0,6681.0,6093.0,5454.0,8117.0,5540.0,6612.0,7058.0,4406.0,7436.0,8740.0,7442.0,5000.0,6581.0,5852.0
